"","Player_Season_Team","Nationality","PC1","PC2","Cluster","Player","Season","Team.x"
"1360","Hao Fu_2016_BFT",0,2.1920935947778,-1.27538806498994,3,"Hao Fu",2016,"BFT"
"1361","Haoran Ding_2016_QIN",0,-2.40019689374711,-0.355988293229977,7,"Haoran Ding",2016,"QIN"
"1362","He Zhongda_2016_BEIK",0,2.58311647653382,-4.53842747098625,8,"He Zhongda",2016,"BEIK"
"1363","Hegi Teng_2016_BEIK",0,-2.54832528219035,-1.07091371899093,10,"Hegi Teng",2016,"BEIK"
"1364","Hong Wang_2016_SZD",0,-1.87360032999439,1.37185211055542,5,"Hong Wang",2016,"SZD"
"1365","Hongfei Shi_2016_GFD",0,-3.78757956347444,1.7216045915679,10,"Hongfei Shi",2016,"GFD"
"1366","Honghan Li_2016_SHA",0,-3.34395156984216,-0.535347621998141,10,"Honghan Li",2016,"SHA"
"1367","Hou Xingyu_2016_SZD",0,0.381574654601192,-3.96617420286955,8,"Hou Xingyu",2016,"SZD"
"1368","Hsueh-Lin Lee_2016_GFD",0,-3.8728403748853,0.227306894230751,10,"Hsueh-Lin Lee",2016,"GFD"
"1369","Huaibo Dai_2016_DON",0,-1.47774787235956,-1.1724771996681,9,"Huaibo Dai",2016,"DON"
"1370","Ji Zhang_2016_TIA",0,0.28019084723076,-3.22431901638676,8,"Ji Zhang",2016,"TIA"
"1371","Ji Zhe_2016_BSD",0,-0.561444598764965,-0.876947395476607,9,"Ji Zhe",2016,"BSD"
"1372","Jian Xiao_2016_JIL",0,-2.89313704422799,-1.98887085604022,10,"Jian Xiao",2016,"JIL"
"1373","Jianghua Chen_2016_GST",0,-1.99888926421051,0.12457828200516,5,"Jianghua Chen",2016,"GST"
"1374","Jianghuai Li_2016_FUJ",0,-0.696766018755186,0.198577146771651,5,"Jianghuai Li",2016,"FUJ"
"1375","JiangPeng Duan_2016_BSD",0,-2.53780807870317,-0.677805406898571,9,"JiangPeng Duan",2016,"BSD"
"1376","Jianhua Song_2016_TONG",0,-2.20566572931558,-0.16483741541514,10,"Jianhua Song",2016,"TONG"
"1377","Jianlian Yi_2016_GST",0,4.28689791142937,0.162565027804299,2,"Jianlian Yi",2016,"GST"
"1378","Jie Sun_2016_QIN",0,-3.37296805266157,0.93448447191868,7,"Jie Sun",2016,"QIN"
"1379","Jie Zhao_2016_DON",0,-2.59015735697489,1.11084758108584,7,"Jie Zhao",2016,"DON"
"1380","Jingjia He_2016_BEIK",0,-0.640383813880755,-1.24108281162246,5,"Jingjia He",2016,"BEIK"
"1381","Jinglong Li_2016_ZGL",0,-3.49369854984501,1.49975091657598,7,"Jinglong Li",2016,"ZGL"
"1382","Jingyu Li_2016_SHA",0,-2.58614255288187,1.21764132392138,7,"Jingyu Li",2016,"SHA"
"1383","JinLin Guo_2016_JIL",0,-3.22338988756936,-0.971431618258393,10,"JinLin Guo",2016,"JIL"
"1384","Jinming Cui_2016_JIL",0,-0.466739760258677,1.87458361807555,4,"Jinming Cui",2016,"JIL"
"1385","Jinqiu Hu_2016_ZGL",0,1.8291897548841,-1.79542882426301,6,"Jinqiu Hu",2016,"ZGL"
"1386","Junfei Ren_2016_GST",0,-0.300100598225323,-1.07503508419023,6,"Junfei Ren",2016,"GST"
"1387","Junlong Jia_2016_BEIK",0,-1.83048532040056,-0.142606488661013,5,"Junlong Jia",2016,"BEIK"
"1388","Junwei Ren_2016_SZD",0,-1.5617974061653,-0.371219801807939,7,"Junwei Ren",2016,"SZD"
"1389","Kailun Guo_2016_GFD",0,-1.76548537896442,-1.81581911717848,9,"Kailun Guo",2016,"GFD"
"1390","KangMing Song_2016_BEIK",0,-0.928868042053986,-2.65455628498194,6,"KangMing Song",2016,"BEIK"
"1391","Ke Wu_2016_SHA",0,1.00669165647922,-0.55732134640432,6,"Ke Wu",2016,"SHA"
"1392","Kelanbaike Makan_2016_XIN",0,-1.98933028850682,0.0179578245366208,7,"Kelanbaike Makan",2016,"XIN"
"1393","Lai Junhao_2016_ZCB",0,-0.702457926284054,-0.882490134114227,9,"Lai Junhao",2016,"ZCB"
"1394","Lehei De_2016_BFT",0,-1.84020164076514,-0.0900990340423033,9,"Lehei De",2016,"BFT"
"1395","Lei Chen_2016_JIA",0,-3.1200385418455,0.163806558960658,10,"Lei Chen",2016,"JIA"
"1396","Lei Guo_2016_FUJ",0,-2.0163876444449,-0.118005893039521,9,"Lei Guo",2016,"FUJ"
"1397","Lei Meng_2016_BFT",0,-1.81122054127614,1.31121251261169,7,"Lei Meng",2016,"BFT"
"1398","Lei Wang_2016_SZD",0,-0.376905860201002,0.0152294417318289,9,"Lei Wang",2016,"SZD"
"1399","Li Rongpei_2016_TIA",0,-2.11624250406448,0.343713032601505,10,"Li Rongpei",2016,"TIA"
"1400","Li Tiange_2016_BFT",0,-1.20998809228577,1.05705651516931,5,"Li Tiange",2016,"BFT"
"1401","Li Yang_2016_SHA",0,-2.43528356228901,0.702188844737505,5,"Li Yang",2016,"SHA"
"1402","Li Yi_2016_JIA",0,-0.603661973312125,0.764229483163898,4,"Li Yi",2016,"JIA"
"1403","Liang Cai_2016_SDS",0,-1.61935189959268,-1.02938536037583,9,"Liang Cai",2016,"SDS"
"1404","Liang Cheng_2016_JIL",0,-0.0740014709873293,-1.1134648994546,8,"Liang Cheng",2016,"JIL"
"1405","Lilong Cai_2016_JIL",0,-3.49196249637664,0.374536050899105,7,"Lilong Cai",2016,"JIL"
"1406","Lin Chang_2016_JIA",0,0.523354341015261,-0.243041297453114,9,"Lin Chang",2016,"JIA"
"1407","Lin Chih-Chieh_2016_ZGL",0,-0.948297465872055,2.42469394084767,4,"Lin Chih-Chieh",2016,"ZGL"
"1408","Lingxu Zeng_2016_SZD",0,-0.569308409328114,1.43769059459291,4,"Lingxu Zeng",2016,"SZD"
"1409","Lingyuan Meng_2016_QIN",0,-3.05836981422743,-0.599106200411957,10,"Lingyuan Meng",2016,"QIN"
"1410","Liu DaPeng_2016_BEIK",0,-2.64287197149792,0.315029350429927,7,"Liu DaPeng",2016,"BEIK"
"1411","Liu Guangcen_2016_SHA",0,-2.53168951243159,-1.4494172701545,10,"Liu Guangcen",2016,"SHA"
"1412","Liu Hang_2016_BFT",0,0.787072418044039,-0.296701317087558,5,"Liu Hang",2016,"BFT"
"1413","Liu Zihao_2016_GFD",0,-3.4109745382511,-0.0806264284845748,10,"Liu Zihao",2016,"GFD"
"1414","Long-Mao Hu_2016_FUJ",0,-0.881103673132512,-0.358415020001837,5,"Long-Mao Hu",2016,"FUJ"
"1415","Lu Wenbo_2016_ZCB",0,-2.70206191030069,-1.06163582442159,10,"Lu Wenbo",2016,"ZCB"
"1416","Lu Yiwen_2016_ZCB",0,-1.29051092229421,0.205582452216338,9,"Lu Yiwen",2016,"ZCB"
"1417","Ma Zhuang_2016_TONG",0,-3.34467370350468,0.294605538524857,10,"Ma Zhuang",2016,"TONG"
"1418","Max Zhang_2016_SDS",0,1.0113229304886,-3.25684766023394,6,"Max Zhang",2016,"SDS"
"1419","Minchen Chong_2016_LIA",0,-3.08040216570032,0.260779617463553,7,"Minchen Chong",2016,"LIA"
"1420","Ming Jin_2016_JIL",0,-1.90664455103197,-0.339145062634831,5,"Ming Jin",2016,"JIL"
"1421","Ming Lian_2016_LIA",0,-2.09567113692834,-1.58049414063125,9,"Ming Lian",2016,"LIA"
"1422","Ming Yang_2016_LIA",0,-1.7694602696584,-0.592053204451381,5,"Ming Yang",2016,"LIA"
"1423","Mingxin Ju_2016_GFD",0,-0.632907092919358,-0.334490581841663,9,"Mingxin Ju",2016,"GFD"
"1424","Mingyang Sun_2016_XIN",0,-7.73201166553161e-05,-3.27826652923124,8,"Mingyang Sun",2016,"XIN"
"1425","Muhao Li_2016_DON",0,2.10769787283281,-3.01925237907584,3,"Muhao Li",2016,"DON"
"1426","Nan Wu_2016_SICH",0,-2.9103526031211,0.0558415514865681,7,"Nan Wu",2016,"SICH"
"1427","Nan Zhang_2016_TIA",0,-1.4276854020397,-0.159988618130611,9,"Nan Zhang",2016,"TIA"
"1428","Ning Hongyu_2016_BFT",0,0.534001157529564,-1.70665607520663,6,"Ning Hongyu",2016,"BFT"
"1429","Pan Ning_2016_SHA",0,-2.15041095767083,-1.7927352870043,9,"Pan Ning",2016,"SHA"
"1430","Peng Ju_2016_SDS",0,-0.904175028685953,-1.2780044207337,9,"Peng Ju",2016,"SDS"
"1431","Pengfei Yan_2016_SZD",0,1.06479980148877,-2.2098789526874,6,"Pengfei Yan",2016,"SZD"
"1432","Qian Wu_2016_ZCB",0,-0.867256120357069,2.35877533913289,4,"Qian Wu",2016,"ZCB"
"1433","Qing-Ming Wang_2016_QIN",0,-1.59870571374567,-2.59484460154796,9,"Qing-Ming Wang",2016,"QIN"
"1434","Qingpeng Zhang_2016_BSD",0,-0.608129605587506,2.40314941150615,4,"Qingpeng Zhang",2016,"BSD"
"1435","Qixin Zhou_2016_FUJ",0,-1.36137236228343,1.25080847706164,5,"Qixin Zhou",2016,"FUJ"
"1436","Quan Gu_2016_DON",0,-0.383385149401962,0.996835071199869,4,"Quan Gu",2016,"DON"
"1437","Quanxi Wu_2016_SDS",0,1.20847071572439,-3.47035732040552,6,"Quanxi Wu",2016,"SDS"
"1438","Ruheng Wang_2016_SICH",0,-1.60290905229685,1.17035722948528,5,"Ruheng Wang",2016,"SICH"
"1439","Rui Zhao_2016_GST",0,-1.07762389181252,0.66119945955695,5,"Rui Zhao",2016,"GST"
"1440","Ruoyu Su_2016_ZGL",0,0.236527917650351,-3.39786247902592,8,"Ruoyu Su",2016,"ZGL"
"1441","Shang Gao_2016_GST",0,-0.970826900088321,-1.2680352342101,9,"Shang Gao",2016,"GST"
"1442","Shih-Chieh Chen_2016_FUJ",0,-1.62365789643737,1.05489763899831,5,"Shih-Chieh Chen",2016,"FUJ"
"1443","Shuai Yuan_2016_SZD",0,-3.7363101175794,1.62103489114508,7,"Shuai Yuan",2016,"SZD"
"1444","Shunan Liu_2016_QIN",0,-2.63308755059751,-0.957554924024858,10,"Shunan Liu",2016,"QIN"
"1445","Shuo Fang_2016_BSD",0,-1.3269640119383,2.07802089075456,4,"Shuo Fang",2016,"BSD"
"1446","Shuo Han_2016_BFT",0,0.32666047977069,2.8441522414196,4,"Shuo Han",2016,"BFT"
"1447","Songtao Zhang_2016_BSD",0,-0.211254934874096,-3.3395097703236,8,"Songtao Zhang",2016,"BSD"
"1448","Su Wei_2016_QIN",0,1.15438979863118,-2.84110644879417,6,"Su Wei",2016,"QIN"
"1449","Sui Ran_2016_SHA",0,-1.54773165845178,0.945903772445384,5,"Sui Ran",2016,"SHA"
"1450","Sun Chunpeng_2016_FUJ",0,-0.348751563516017,-2.40119847546672,6,"Sun Chunpeng",2016,"FUJ"
"1451","Sun Minghui_2016_ZGL",0,0.683762615152024,0.446805118225705,5,"Sun Minghui",2016,"ZGL"
"1452","Sun Yitao_2016_QIN",0,-3.2845868323371,-0.439215991060111,7,"Sun Yitao",2016,"QIN"
"1453","TaiLong Zhao_2016_FUJ",0,-2.74276848901243,0.681710568579683,7,"TaiLong Zhao",2016,"FUJ"
"1454","Tal Co_2016_XIN",0,-3.28023304330122,1.83885312709814,7,"Tal Co",2016,"XIN"
"1455","Tao Xu_2016_SICH",0,0.0634340427199539,-3.6520757970943,8,"Tao Xu",2016,"SICH"
"1456","Tian Guisen_2016_SZD",0,-2.13571144780453,-0.266814581580795,10,"Tian Guisen",2016,"SZD"
"1457","Tian Jiafu_2016_QIN",0,-2.83621308864822,0.502245659959858,7,"Tian Jiafu",2016,"QIN"
"1458","Tian Lei_2016_TIA",0,-2.31532455165654,0.324851277111652,7,"Tian Lei",2016,"TIA"
"1459","Tianyi Liu_2016_JIL",0,-1.59642593624955,0.374946206715344,9,"Tianyi Liu",2016,"JIL"
"1460","Tianyi Zhao_2016_GST",0,-1.79583553217664,-3.04627711904651,8,"Tianyi Zhao",2016,"GST"
"1461","Tonglin Sun_2016_XIN",0,0.423213702796904,-1.72425026670995,6,"Tonglin Sun",2016,"XIN"
"1462","Tursun Mardan_2016_TONG",0,-0.143540636198659,-3.88805296164732,8,"Tursun Mardan",2016,"TONG"
"1463","Wei Liu_2016_SICH",0,-0.304829924319145,0.899488011605674,4,"Wei Liu",2016,"SICH"
"1464","Wei Liu_2016_JIA",0,-0.776353366810659,-2.50876573837891,6,"Wei Liu",2016,"JIA"
"1465","Wei Lu_2016_SDS",0,-3.25275077759484,1.50375248738664,7,"Wei Lu",2016,"SDS"
"1466","Wei Meng_2016_LIA",0,-0.41694198838546,-3.52478126947837,8,"Wei Meng",2016,"LIA"
"1467","Wei Zhang_2016_ZGL",0,-1.91920230390663,-0.426234270226874,9,"Wei Zhang",2016,"ZGL"
"1468","WeiBo Sun_2016_BEIK",0,-3.03995035499549,-0.340929177819994,10,"WeiBo Sun",2016,"BEIK"
"1469","Wen-Ting Tseng_2016_SDS",0,-2.72064737451395,-0.229302316180565,7,"Wen-Ting Tseng",2016,"SDS"
"1470","XiangLong Meng_2016_TIA",0,-3.09877028576212,-0.0130955821100676,7,"XiangLong Meng",2016,"TIA"
"1471","Xiaochuan Di_2016_BSD",0,1.69774895262679,0.250408616746395,4,"Xiaochuan Di",2016,"BSD"
"1472","XiaoDong Chen_2016_SICH",0,0.166226477040679,-2.28935144807194,8,"XiaoDong Chen",2016,"SICH"
"1473","Xiaohui Wang_2016_BSD",0,-3.0355999136958,-0.371245608313985,10,"Xiaohui Wang",2016,"BSD"
"1474","XiaoYu Liu_2016_SDS",0,-0.659271943818573,2.10473852900107,4,"XiaoYu Liu",2016,"SDS"
"1475","Xijie Shen_2016_DON",0,1.63962354540473,-3.13025756920868,8,"Xijie Shen",2016,"DON"
"1476","Xining He_2016_BEIK",0,0.0467729040565909,0.222032103264076,5,"Xining He",2016,"BEIK"
"1477","Xudong Luo_2016_XIN",0,-1.85241472490751,-0.402691911386031,5,"Xudong Luo",2016,"XIN"
"1478","Xuefeng Hu_2016_JIA",0,-1.39353647467716,2.29449033828371,5,"Xuefeng Hu",2016,"JIA"
"1479","XueWen Zhang_2016_SZD",0,-1.53904633810162,-0.145030060518269,9,"XueWen Zhang",2016,"SZD"
"1480","Xuhang Zhu_2016_GFD",0,-0.0940574585547784,-1.7880842685052,6,"Xuhang Zhu",2016,"GFD"
"1481","Yacai Xie_2016_FUJ",0,-0.924948367326307,-0.15522455333716,5,"Yacai Xie",2016,"FUJ"
"1482","Yahui Liu_2016_JIA",0,-1.98396420816098,-2.13986763736566,9,"Yahui Liu",2016,"JIA"
"1483","Yan Cao_2016_BFT",0,-2.26933067094966,0.772543849462276,7,"Yan Cao",2016,"BFT"
"1484","Yang Jinmeng_2016_GST",0,-3.04326153259129,-0.0974165980136845,10,"Yang Jinmeng",2016,"GST"
"1485","Yang Yue_2016_SICH",0,1.71037078438761,0.311976465836506,5,"Yang Yue",2016,"SICH"
"1486","YanXi Zhu_2016_BSD",0,-2.69046653939853,-0.854879481458889,7,"YanXi Zhu",2016,"BSD"
"1487","Yasong Chang_2016_JIA",0,-4.28297764883192,-0.525866504715617,10,"Yasong Chang",2016,"JIA"
"1488","Ye Tian_2016_TIA",0,-3.32527152617399,-0.68563012610344,10,"Ye Tian",2016,"TIA"
"1489","Yi Shi_2016_TIA",0,-2.15780506852348,1.48230975738723,5,"Yi Shi",2016,"TIA"
"1490","Yichao Huang_2016_FUJ",0,-2.62571248590604,1.4638475018555,7,"Yichao Huang",2016,"FUJ"
"1491","Yifan Hou_2016_JIA",0,-2.7783343576555,0.744828705422492,7,"Yifan Hou",2016,"JIA"
"1492","Yinglun Shao_2016_GST",0,-1.88458761370862,-2.46084197283367,9,"Yinglun Shao",2016,"GST"
"1493","Yongpeng Zhang_2016_ZCB",0,0.39336929416521,-2.1302520220056,6,"Yongpeng Zhang",2016,"ZCB"
"1494","Yu Dehao_2016_DON",0,-1.1231660655011,-0.254840959279078,5,"Yu Dehao",2016,"DON"
"1495","Yu Liang_2016_BEIK",0,-1.85601194242017,-0.579171579164622,9,"Yu Liang",2016,"BEIK"
"1496","Yuanyu Li_2016_JIA",0,0.0540322497808123,-2.24748708674948,6,"Yuanyu Li",2016,"JIA"
"1497","YuBo Xia_2016_ZCB",0,-1.78512679913686,-0.119964710803205,9,"YuBo Xia",2016,"ZCB"
"1498","Yue Sun_2016_BSD",0,-1.16523178415916,0.355664187762953,7,"Yue Sun",2016,"BSD"
"1499","Yue Wang_2016_GFD",0,-2.47398932632227,-2.97588860354731,9,"Yue Wang",2016,"GFD"
"1500","Yuxin Deng_2016_ZCB",0,-0.0785329440858221,1.06321897354185,5,"Yuxin Deng",2016,"ZCB"
"1501","Zengjie Wang_2016_FUJ",0,0.700472503734629,-1.60768733423339,6,"Zengjie Wang",2016,"FUJ"
"1502","Zhai Yi_2016_SDS",0,-0.671936656681835,-1.06954520906109,5,"Zhai Yi",2016,"SDS"
"1503","Zhandong Zhou_2016_GST",0,-3.67501264840346,0.655436045804135,10,"Zhandong Zhou",2016,"GST"
"1504","Zhang Hui_2016_SHA",0,-2.46550496650479,-0.00765455538312376,10,"Zhang Hui",2016,"SHA"
"1505","Zhang Kai_2016_DON",0,0.819725444924997,-3.18578434258326,6,"Zhang Kai",2016,"DON"
"1506","Zhang Zuming_2016_BFT",0,-1.90989213317631,-0.288905171032768,7,"Zhang Zuming",2016,"BFT"
"1507","Zhao Jiwei_2016_LIA",0,-1.44656340359741,1.93593358449852,5,"Zhao Jiwei",2016,"LIA"
"1508","Zhe Sun_2016_FUJ",0,1.86655671181202,-4.60482675810598,8,"Zhe Sun",2016,"FUJ"
"1509","Zhelin Wang_2016_FUJ",0,4.6470302098916,-0.921864780158979,2,"Zhelin Wang",2016,"FUJ"
"1510","Zheng Liu_2016_ZGL",0,-0.526790266769113,1.42244013727073,4,"Zheng Liu",2016,"ZGL"
"1511","Zheng Wang_2016_ZGL",0,1.01354504463985,-3.12219044699644,6,"Zheng Wang",2016,"ZGL"
"1512","Zhengdong Tang_2016_TONG",0,2.45239234037136,-1.98918596561507,3,"Zhengdong Tang",2016,"TONG"
"1513","Zhengxin Zhang_2016_ZCB",0,0.972956823834572,-4.84877494560183,8,"Zhengxin Zhang",2016,"ZCB"
"1514","ZhenHua Cao_2016_SHA",0,-1.00199980176671,-3.2320609694196,6,"ZhenHua Cao",2016,"SHA"
"1515","Zhenyu Wang_2016_BEIK",0,-0.614619559406852,-0.805890838951735,9,"Zhenyu Wang",2016,"BEIK"
"1516","Zhi Luo_2016_SZD",0,-3.70824890487319,1.28342027039996,7,"Zhi Luo",2016,"SZD"
"1517","Zhi Xuan Liu_2016_LIA",0,-3.46658897395794,0.740912191269529,7,"Zhi Xuan Liu",2016,"LIA"
"1518","Zhihan Zhang_2016_TIA",0,-2.48033631222054,0.262444211122454,7,"Zhihan Zhang",2016,"TIA"
"1519","Zhijiang Xing_2016_SZD",0,-0.309410042286835,-1.07630209149508,9,"Zhijiang Xing",2016,"SZD"
"1520","ZhongHao Xu_2016_BFT",0,1.80743895507662,-2.37736942063706,6,"ZhongHao Xu",2016,"BFT"
"1521","ZhongMian He_2016_DON",0,-2.11255894814985,-0.260791131359652,10,"ZhongMian He",2016,"DON"
"1522","Zhou Peng_2016_GST",0,0.0885900894896763,0.985682725492389,4,"Zhou Peng",2016,"GST"
"1523","Zhou Qi_2016_XIN",0,4.47585591763447,-2.08001770023126,3,"Zhou Qi",2016,"XIN"
"1524","Zhun Zheng_2016_GFD",0,-0.654216731138085,-0.426022181788527,9,"Zhun Zheng",2016,"GFD"
"1525","Ziming Fan_2016_GFD",0,2.10514931194266,-1.84308021569689,3,"Ziming Fan",2016,"GFD"
"1526","Zirui Wang_2016_XIN",0,-1.01542786347289,0.654668632587224,5,"Zirui Wang",2016,"XIN"
"1527","Zong Zan_2016_QIN",0,0.144547788409398,-2.08343353252306,6,"Zong Zan",2016,"QIN"
"1528","Zou Yuchen_2016_BFT",0,5.04672395624719,-1.81695088890236,2,"Zou Yuchen",2016,"BFT"
"1529","Abudurexiti Abudushalamu_2017_XIN",0,-0.237697021053416,-0.806891202859599,9,"Abudurexiti Abudushalamu",2017,"XIN"
"1530","Ailun Guo_2017_LIA",0,0.611803153693642,2.53324500958958,4,"Ailun Guo",2017,"LIA"
"1531","Ang Lee_2017_JIL",0,-0.331804256311456,-2.33679546692176,6,"Ang Lee",2017,"JIL"
"1532","Azat Aersilan_2017_BFT",0,-2.17793811014508,1.78608237085587,7,"Azat Aersilan",2017,"BFT"
"1533","Bai Haotian_2017_DON",0,-1.85244463882018,-0.580335977666414,9,"Bai Haotian",2017,"DON"
"1534","Biao Qiu_2017_DON",0,-3.34444429276681,-0.521376753819138,7,"Biao Qiu",2017,"DON"
"1535","Biao Zhang_2017_JIL",0,0.445037808582745,-1.38689572166013,6,"Biao Zhang",2017,"JIL"
"1536","Bolin Han_2017_TIA",0,-1.62559525906187,0.482202565718358,5,"Bolin Han",2017,"TIA"
"1537","Cai Chen_2017_FUJ",0,0.368092030801576,-1.7374891411639,6,"Cai Chen",2017,"FUJ"
"1538","Cairen Zhang_2017_BSD",0,-1.99834285830123,-0.406231546804444,9,"Cairen Zhang",2017,"BSD"
"1539","ChangChun Yu_2017_TONG",0,-3.30397910606603,0.486925672057753,7,"ChangChun Yu",2017,"TONG"
"1540","Changdong Yu_2017_XIN",0,-0.669181222141125,-0.04459966223909,9,"Changdong Yu",2017,"XIN"
"1541","ChangYi Chai_2017_JIL",0,-2.93662164959901,1.63015842301957,7,"ChangYi Chai",2017,"JIL"
"1542","Chen Chen_2017_SICH",0,-1.33220816278308,-0.609112060249736,9,"Chen Chen",2017,"SICH"
"1543","Chen Linjian_2017_FUJ",0,-2.0048813321214,1.67264305407924,7,"Chen Linjian",2017,"FUJ"
"1544","Cheng Jia_2017_SHA",0,-0.588905753793362,-1.60825196982118,9,"Cheng Jia",2017,"SHA"
"1545","Cheng Zhong_2017_LIA",0,-2.38824246547026,-0.563262477523815,9,"Cheng Zhong",2017,"LIA"
"1546","Chengyu Zhang_2017_QIN",0,-1.59094293513573,1.53863879509178,4,"Chengyu Zhang",2017,"QIN"
"1547","Chenhao Diao_2017_QIN",0,-3.63062816135137,-0.96814691583225,10,"Chenhao Diao",2017,"QIN"
"1548","Chin-Min Yang_2017_BEIK",0,-1.16791910230653,2.26442304802908,4,"Chin-Min Yang",2017,"BEIK"
"1549","Chou Yi-Hsiang_2017_TONG",0,-3.17935233951913,0.0302458804440899,10,"Chou Yi-Hsiang",2017,"TONG"
"1550","Chunjun Zhang_2017_SHA",0,-2.0269163734527,-0.988110425435066,10,"Chunjun Zhang",2017,"SHA"
"1551","Da Meng_2017_SICH",0,-1.78750910261906,1.70965943336371,7,"Da Meng",2017,"SICH"
"1552","Dayu Zhang_2017_ZCB",0,1.19198638355736,-1.82262229863949,6,"Dayu Zhang",2017,"ZCB"
"1553","Dejun Han_2017_LIA",0,3.54033664823623,-1.91829584881276,3,"Dejun Han",2017,"LIA"
"1554","Deshaui Shi_2017_TIA",0,-1.12067395147053,-0.281015562786869,9,"Deshaui Shi",2017,"TIA"
"1555","Ding Yanyuhang_2017_SHA",0,1.99558214721059,3.06001927043605,1,"Ding Yanyuhang",2017,"SHA"
"1556","Duncan Reid_2017_ZCB",0,-0.153766075645831,-2.71579032365072,6,"Duncan Reid",2017,"ZCB"
"1557","Duo Meng_2017_DON",0,-1.68431698482705,1.45182074317724,7,"Duo Meng",2017,"DON"
"1558","Fanri Zeng_2017_GST",0,0.802874551793758,-4.64187726357229,8,"Fanri Zeng",2017,"GST"
"1559","Fei Cao_2017_JIA",0,-2.43157038537432,0.568048784197678,10,"Fei Cao",2017,"JIA"
"1560","Feng Xin_2017_TONG",0,-1.85158909311782,2.04726156668565,5,"Feng Xin",2017,"TONG"
"1561","Gang Yu_2017_TIA",0,1.21336974394903,-2.90808346210796,8,"Gang Yu",2017,"TIA"
"1562","Gen Li_2017_XIN",0,-0.770477422925382,1.43311405022473,4,"Gen Li",2017,"XIN"
"1563","GengLin Yang_2017_BEIK",0,-0.17521321557723,-1.48156819370852,9,"GengLin Yang",2017,"BEIK"
"1564","Guo Yifei_2017_TONG",0,-1.69033345034374,0.0794238829848583,7,"Guo Yifei",2017,"TONG"
"1565","Hanchen Luo_2017_SDS",0,-1.60266796542652,0.581670015177148,5,"Hanchen Luo",2017,"SDS"
"1566","HanJun Chang_2017_QIN",0,-1.61188984989423,0.384236519682608,5,"HanJun Chang",2017,"QIN"
"1567","Hanlin Dong_2017_SDS",0,0.215512864185819,-2.43160465347511,6,"Hanlin Dong",2017,"SDS"
"1568","HanLin Tao_2017_SHA",0,1.4670377072361,-2.79770112671168,6,"HanLin Tao",2017,"SHA"
"1569","Hao Fu_2017_BFT",0,2.58265499100637,-1.53395989917997,3,"Hao Fu",2017,"BFT"
"1570","Haoran Ding_2017_QIN",0,-1.42292252816823,-0.417905911081379,7,"Haoran Ding",2017,"QIN"
"1571","He Zhongda_2017_FUJ",0,0.616959271157567,-3.01571364109936,8,"He Zhongda",2017,"FUJ"
"1572","Hegi Teng_2017_BEIK",0,-2.12337114806654,-0.999017067929301,9,"Hegi Teng",2017,"BEIK"
"1573","Heng Yifeng_2017_GFD",0,-3.40811726255585,-1.32629299637016,10,"Heng Yifeng",2017,"GFD"
"1574","Hong Wang_2017_SZD",0,-3.13988641933164,1.98720365708308,10,"Hong Wang",2017,"SZD"
"1575","Hongfei Shi_2017_JIA",0,-3.39966132015805,2.13685873619836,7,"Hongfei Shi",2017,"JIA"
"1576","Hsueh-Lin Lee_2017_XIN",0,-3.17091325984654,0.219549334343512,10,"Hsueh-Lin Lee",2017,"XIN"
"1577","Huaibo Dai_2017_JIL",0,-0.995781088225186,-1.04385210883045,9,"Huaibo Dai",2017,"JIL"
"1578","Huang Rongqi_2017_SICH",0,-1.11813426357889,0.112516084768902,9,"Huang Rongqi",2017,"SICH"
"1579","Ji Zhe_2017_BSD",0,-1.61614992195932,-1.72084210165621,9,"Ji Zhe",2017,"BSD"
"1580","JiaHan Xu_2017_QIN",0,-2.64210243925562,0.375976411692936,10,"JiaHan Xu",2017,"QIN"
"1581","Jianghuai Li_2017_FUJ",0,-1.34072746761012,1.01903464416187,5,"Jianghuai Li",2017,"FUJ"
"1582","JiangPeng Duan_2017_BSD",0,-3.12761188672285,0.37389827041889,7,"JiangPeng Duan",2017,"BSD"
"1583","Jianhua Song_2017_TONG",0,-1.96854847893193,0.427743065733733,7,"Jianhua Song",2017,"TONG"
"1584","Jianlian Yi_2017_GST",0,5.42050855657153,-0.1994020869157,2,"Jianlian Yi",2017,"GST"
"1585","Jie Sun_2017_QIN",0,-3.50402752731486,0.982062451720401,7,"Jie Sun",2017,"QIN"
"1586","Jin Xin_2017_TIA",0,-1.20939998442013,-1.11792494772141,9,"Jin Xin",2017,"TIA"
"1587","Jinglong Li_2017_ZGL",0,-3.18029391489664,1.1711762212311,7,"Jinglong Li",2017,"ZGL"
"1588","Jingyu Li_2017_SZD",0,-2.31125534721659,0.492170416871316,7,"Jingyu Li",2017,"SZD"
"1589","Jinming Cui_2017_JIL",0,-1.73402834830406,1.29354091180164,4,"Jinming Cui",2017,"JIL"
"1590","Jinqiu Hu_2017_ZGL",0,2.10725105174731,-1.45271174670679,3,"Jinqiu Hu",2017,"ZGL"
"1591","Junfei Ren_2017_GST",0,-1.10843922939069,-0.964841697802976,9,"Junfei Ren",2017,"GST"
"1592","Junwei Ren_2017_SZD",0,-1.19425931561538,-0.371740328957137,9,"Junwei Ren",2017,"SZD"
"1593","Kai Jiang_2017_ZCB",0,-2.50997234642974,-0.564527416009185,10,"Kai Jiang",2017,"ZCB"
